,Alcohol,Appellation,Category,Points,Price,Review,Url,Variety,Wine,Winery,Appellation1,Appellation2,Appellation3,Appellation4,wine_type,Varietals,Region,Year,Region2,Var
2629,13.8,Ballard Lane,White,85,12.0,"Apple flesh and watery lemon aromas show on the nose of this bottling. It's flat on the palate, offering lime zest and more sliced-apple flavors.",https://www.winemag.com/buying-guide/ballard-lane-2016-sauvignon-blanc-central-coast/,Central Coast,Ballard Lane 2016 Sauvignon Blanc (Central Coast),Ballard Lane,Ballard Lane,,,,Sauvignon Blanc,,Central Coast,2016.0,,Sauvignon Blanc
2630,13.3,"Willamette Valley, Willamette Valley, Oregon, US",White,85,22.0,"From the first sip on through, this wine just feels flat. There's varietally correct apple and pear fruit, but it's lifeless, and the finish is short and simple.",https://www.winemag.com/buying-guide/lady-hill-2016-st-columban-vineyard-pinot-blanc-willamette-valley/,Pinot Blanc,Lady Hill 2016 St. Columban Vineyard Pinot Blanc (Willamette Valley),Lady Hill,Willamette Valley, Willamette Valley, Oregon, US,,Pinot Blanc,,2016.0,Willamette Valley,Pinot Blanc
2631,13.5,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,85,14.0,"Merlot (65%) makes up most of this wine, followed by Cabernet Sauvignon (27%) and Syrah. Pale in color, aromas of raspberry, Muscat gummy candy and rubber band and lead to quite light fruit flavors, with the tannins giving a slightly astringent feel.",https://www.winemag.com/buying-guide/hedges-2015-cms-red-columbia-valley-wa/,Red Blend,Hedges 2015 CMS Red (Columbia Valley (WA)),Hedges,Columbia Valley (WA), Columbia Valley, Washington, US,CMS Red,Red Blend,,2015.0,Washington,Red Blend
2632,14.3,"Yamhill-Carlton, Willamette Valley, Oregon, US",Red,85,23.0,"An odd wine to be labeled reserve, this is dark and chalky, with burnt flavors. There's not much fruit, and what's there is hidden in streaks of fish oil, metal and earth.",https://www.winemag.com/buying-guide/kudos-2016-reserve-pinot-noir-yamhill-carlton/,Pinot Noir,Kudos 2016 Reserve Pinot Noir (Yamhill-Carlton),Kudos,Yamhill-Carlton, Willamette Valley, Oregon, US,Reserve Pinot Noir,Pinot Noir,,2016.0,Yamhill-Carlton,Pinot Noir
2633,14.2,"Dry Creek Valley, Sonoma, California, US",White,85,29.0,"This wine has a jalapeño spiciness on the nose that intensifies into the lush, round palate of buttery cream that accentuates the unctuous ripeness overall.",https://www.winemag.com/buying-guide/pezzi-king-2017-estate-sauvignon-blanc-dry-creek-valley/,Sauvignon Blanc,Pezzi King 2017 Estate Sauvignon Blanc (Dry Creek Valley),Pezzi King,Dry Creek Valley, Sonoma, California, US,Estate Sauvignon Blanc,Sauvignon Blanc,,2017.0,Dry Creek Valley,Sauvignon Blanc
2634,13.6,Rotation Vineyards,Red,85,10.0,This medium-bodied wine leans toward sweetness and offers flavors like grape jam and maple syrup. It is generally soft in texture but does have a touch of grippy tannin.,https://www.winemag.com/buying-guide/rotation-vineyards-2016-cabernet-sauvignon-california/,California,Rotation Vineyards 2016 Cabernet Sauvignon (California),Rotation Vineyards,Rotation Vineyards,,,,Cabernet Sauvignon,,California,2016.0,,Cabernet Sauvignon
2635,14.3,"Virginia, Virginia, US",White,85,30.0,"This wine is off dry, with aromas and flavors of honeysuckle, orange blossom and white peach. Very full in body and lacking acidity, this comes off as saccharine and cloying. The finish is sweet and warm.",https://www.winemag.com/buying-guide/veramar-2017-jb-winemaker-series-petit-manseng-virginia/,Petit Manseng,Veramar 2017 JB Winemaker Series Petit Manseng (Virginia),Veramar,Virginia, Virginia, US,,JB Winemaker Series Petit Manseng,Petit Manseng,,2017.0,Virginia,Petit Manseng
2637,14.9,"Los Olivos District, Central Coast, California, US",White,85,38.0,"The nose on this bottling is seriously tropical, with candied honeydew, coconut oil and guava paste. The palate is oily and also tropically heavy, with mango and banana flavors.",https://www.winemag.com/buying-guide/bellante-2017-camp-4-vineyard-viognier-los-olivos-district/,Viognier,Bellante 2017 Camp 4 Vineyard Viognier (Los Olivos District),Bellante,Los Olivos District, Central Coast, California, US,Camp,Viognier,,2017.0,Central Coast,Viognier
2638,14.5,"Red Mountain, Columbia Valley, Washington, US",Red,85,49.0,"This is a blend of fruit from the Obelisco and Klipsun vineyards. Band-Aid, dried black-cherry, game and medicine-cabinet aromas are followed by light, dried-out-seeming dark-fruit flavors. It doesn't all come together.",https://www.winemag.com/buying-guide/guardian-2015-the-rookie-cabernet-sauvignon-red-mountain/,Cabernet Sauvignon,Guardian 2015 The Rookie Cabernet Sauvignon (Red Mountain),Guardian,Red Mountain, Columbia Valley, Washington, US,The Rookie Cabernet Sauvignon,Cabernet Sauvignon,,2015.0,Washington,Cabernet Sauvignon
2639,13.5,"Columbia Valley (WA), Columbia Valley, Washington, US",White,85,30.0,"The aromas offer initial notes of burnt toast, char and reduction. The palate brings medium-bodied fruit flavors with a citrus-filled finish. Fruit and barrel clash here.",https://www.winemag.com/buying-guide/gunpowder-creek-2016-conner-lee-vineyard-semillon-columbia-valley-wa/,Sémillon,Gunpowder Creek 2016 Conner Lee Vineyard Sémillon (Columbia Valley (WA)),Gunpowder Creek,Columbia Valley (WA), Columbia Valley, Washington, US,Conner Lee Vineyard,Sémillon,,2016.0,Washington,Sémillon
2640,12.5,Horton,Red,85,25.0,"The nose of this wine comes off slightly medicinal, with notes of walnuts, red earth and smoked bacon. The tannins are parching and dry out most of the fruit tones.",https://www.winemag.com/buying-guide/horton-2014-nebbiolo-virginia/,Virginia,Horton 2014 Nebbiolo (Virginia),Horton,Horton,,,,Nebbiolo,,Virginia,2014.0,,Nebbiolo
2641,12.1,Kudos,White,85,15.0,"There's an odd, fishy scent that runs through this wine, which also has strong scents and flavors of cilantro, lime and grapefruit.",https://www.winemag.com/buying-guide/kudos-2017-riesling-willamette-valley/,Willamette Valley,Kudos 2017 Riesling (Willamette Valley),Kudos,Kudos,,,,Riesling,,Willamette Valley,2017.0,,Riesling
2642,13.5,Leese-Fitch,White,85,12.0,A matchstick aroma leads to crisp lemon and apple flavors in this tangy medium-bodied non-oaky wine.,https://www.winemag.com/buying-guide/leese-fitch-2016-chardonnay-california/,California,Leese-Fitch 2016 Chardonnay (California),Leese-Fitch,Leese-Fitch,,,,Chardonnay,,California,2016.0,,Chardonnay
2643,14.2,Maryhill,Red,85,26.0,Aromas of raspberry and dried cherry lead to tacky-feeling fruit flavors. The variety seems hard to place.,https://www.winemag.com/buying-guide/maryhill-2015-cabernet-sauvignon-columbia-valley-wa/,Columbia Valley (WA),Maryhill 2015 Cabernet Sauvignon (Columbia Valley (WA)),Maryhill,Maryhill,,,,Cabernet Sauvignon,,,2015.0,,Cabernet Sauvignon
2644,14.1,"Horse Heaven Hills, Columbia Valley, Washington, US",Red,85,39.0,"Not entirely appealing aromas of tire rubber, red apple and cherry lead to an astringent feeling palate. Bitter tannins cap it off.",https://www.winemag.com/buying-guide/three-rivers-2014-champoux-vineyard-cabernet-sauvignon-horse-heaven-hills/,Cabernet Sauvignon,Three Rivers 2014 Champoux Vineyard Cabernet Sauvignon (Horse Heaven Hills),Three Rivers,Horse Heaven Hills, Columbia Valley, Washington, US,Champoux Vineyard Cabernet Sauvignon,Cabernet Sauvignon,,2014.0,Washington,Cabernet Sauvignon
2645,14.1,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,85,50.0,"Cabernet Sauvignon (65%) and Merlot (22%) make up most of this wine, with the balance Cabernet Franc, Malbec and Petit Verdot. Cherry, baking-spice, red-apple and herb aromas are followed by lighter styled fruit flavors. The concentration doesn't seem all there.",https://www.winemag.com/buying-guide/three-rivers-2014-svelte-red-columbia-valley-wa/,Bordeaux-style Red Blend,Three Rivers 2014 Svelte Red (Columbia Valley (WA)),Three Rivers,Columbia Valley (WA), Columbia Valley, Washington, US,Svelte Red,Red Blend,,2014.0,Washington,Red Blend
2646,14.5,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,85,38.0,"In this blend of Cabernet Franc (51%) and Merlot, aromas of flower, blueberry pie, currant and green pepper lead to elegantly styled green-pepper flavors, with a squeeze of tannin at the end. The concentration seems quite dilute.",https://www.winemag.com/buying-guide/three-rivers-2016-trivulet-red-columbia-valley-wa/,Red Blend,Three Rivers 2016 Trivulet Red (Columbia Valley (WA)),Three Rivers,Columbia Valley (WA), Columbia Valley, Washington, US,Trivulet Red,Red Blend,,2016.0,Washington,Red Blend
2647,14.8,"Rutherford, Napa, California, US",White,85,30.0,"This wine has a slight metallic edge to it, a twist that muddles the heartiness of its tropical fruit and creamy texture.",https://www.winemag.com/buying-guide/provenance-vineyards-2016-wildwood-vineyard-sauvignon-blanc-rutherford/,Sauvignon Blanc,Provenance Vineyards 2016 Wildwood Vineyard Sauvignon Blanc (Rutherford),Provenance Vineyards,Rutherford, Napa, California, US,Wildwood Vineyard Sauvignon Blanc,Sauvignon Blanc,,2016.0,Rutherford,Sauvignon Blanc
2649,14.2,"Sta. Rita Hills, Central Coast, California, US",Red,85,55.0,"Reserved at first on the nose, this bottling slowly shows red cherry, dried cranberry, spearmint and tarragon on the nose. The palate is tremendously ripe and thick with flavors of overcooked cranberry, more mint and a touch of anise.",https://www.winemag.com/buying-guide/europa-village-2015-cest-la-vie-winemakers-reserve-pinot-noir-sta-rita-hills/,Pinot Noir,Europa Village 2015 C'est La Vie Winemaker's Reserve Pinot Noir (Sta. Rita Hills),Europa Village,Sta. Rita Hills, Central Coast, California, US,,Pinot Noir,,2015.0,Sta. Rita Hills,Pinot Noir
2650,11.2,James Charles,White,85,25.0,"Honeysuckle, white peach and hazelnut are prominent on the nose and lead into flavors of stone fruit and geranium. Off dry and concentrated, it has a slight spritz on the finish.",https://www.winemag.com/buying-guide/james-charles-2017-riesling-virginia/,Virginia,James Charles 2017 Riesling (Virginia),James Charles,James Charles,,,,Riesling,,Virginia,2017.0,,Riesling
2651,13.9,Château Souverain,Red,85,13.0,"This wine offers jammy aromas and a softly textured palate that boasts rich berry-fruit flavors. This is a simple, straightforward pour.",https://www.winemag.com/buying-guide/chateau-souverain-2016-cabernet-sauvignon-california/,California,Château Souverain 2016 Cabernet Sauvignon (California),Château Souverain,Château Souverain,,,,Cabernet Sauvignon,,California,2016.0,,Cabernet Sauvignon
2652,13.5,Shooting Star,White,85,15.0,"Thick in texture and more savory than fruity in flavor, this medium-bodied wine has a streak of sweetness like meringue on the palate",https://www.winemag.com/buying-guide/shooting-star-2017-chardonnay-mendocino-county/,Mendocino County,Shooting Star 2017 Chardonnay (Mendocino County),Shooting Star,Shooting Star,,,,Chardonnay,,Mendocino County,2017.0,,Chardonnay
2653,13.2,"Oregon, Oregon Other, Oregon, US",White,85,22.0,This is a thin wine that does not rise above generic white wine flavors. Cucumber and unripe melon finish with a twist of lemon. It was barrel fermented in neutral oak with no obvious impact.,https://www.winemag.com/buying-guide/talent-2017-easy-valley-alderbanks-vineyard-chardonnay-oregon/,Chardonnay,Talent 2017 Easy Valley Alderbanks Vineyard Chardonnay (Oregon),Talent,Oregon, Oregon Other, Oregon, US,Easy Valley Alderbanks Vineyard Chardonnay,Chardonnay,,2017.0,Oregon,Chardonnay
2655,14.3,"Red Mountain, Columbia Valley, Washington, US",Red,85,40.0,"This wine is mostly Cabernet Sauvignon (83%), along with pinches of Syrah, Cabernet Franc and Merlot. Aromas of medicine cabinet, dried cherry and spice are followed by medium-bodied fruit flavors, with medicine-cabinet notes on the finish. It doesn't all come together.",https://www.winemag.com/buying-guide/ambassador-vineyard-2015-estate-grown-diplomat-cabernet-sauvignon-red-mountain/,Cabernet Sauvignon,Ambassador Vineyard 2015 Estate Grown Diplomat Cabernet Sauvignon (Red Mountain),Ambassador Vineyard,Red Mountain, Columbia Valley, Washington, US,Estate Grown Diplomat Cabernet Sauvignon,Cabernet Sauvignon,,2015.0,Washington,Cabernet Sauvignon
2656,13.0,"Virginia, Virginia, US",White,85,23.0,"Very faint aromas of lemon and wet stone lead to similarly indistinct flavors on the palate. This is well balanced yet demure, with a finish that is clean but drops off quickly.",https://www.winemag.com/buying-guide/barboursville-vineyards-2017-reserve-fiano-virginia/,Fiano,Barboursville Vineyards 2017 Reserve Fiano (Virginia),Barboursville Vineyards,Virginia, Virginia, US,,Reserve Fiano,Fiano,,2017.0,Virginia,Fiano
2657,11.5,"Willamette Valley, Willamette Valley, Oregon, US",White,85,15.0,"The name of this cuvée refers to the label graphic of a rabbit, which adorns this new series of inexpensive wines from Coelho. Initially intended for a sparkling wine program, this is quite light and tart, with a rather flat mouthfeel.",https://www.winemag.com/buying-guide/coelho-2017-bunny-cuvee-pinot-gris-willamette-valley/,Pinot Gris,Coelho 2017 Bunny Cuvée Pinot Gris (Willamette Valley),Coelho,Willamette Valley, Willamette Valley, Oregon, US,Bunny,Pinot Gris,,2017.0,Willamette Valley,Pinot Gris
2658,12.5,Rascal,White,85,13.0,"This seems to be an unsettled mix of grassy, not-quite-ripe fruit, and enough residual sugar to hide or block some of that herbaceousness. Although the companion Rose City Pinot Gris has some of that same grassiness, here it's more obvious and the sweetness doesn't really help to hide it.",https://www.winemag.com/buying-guide/rascal-2017-pinot-gris-oregon/,Oregon,Rascal 2017 Pinot Gris (Oregon),Rascal,Rascal,,,,Pinot Gris,,Oregon,2017.0,,Pinot Gris
2659,14.5,Van Ruiten,Red,85,17.0,"Fruit flavors take the lead in this medium-bodied, lightly sweet wine. It gushes cherry and raspberry aromas, coats the palate with a pleasant jammy character and feels soft in texture.",https://www.winemag.com/buying-guide/van-ruiten-2016-cabernet-sauvignon-lodi/,Lodi,Van Ruiten 2016 Cabernet Sauvignon (Lodi),Van Ruiten,Van Ruiten,,,,Cabernet Sauvignon,,Lodi,2016.0,,Cabernet Sauvignon
2660,13.5,"Columbia Valley (WA), Columbia Valley, Washington, US",Red,84,10.0,"Aromas of blueberry pie, tire rubber and flower lead to medium-sweet-seeming fruit flavors with a grip of tannin. It doesn't all come together.",https://www.winemag.com/buying-guide/14-hands-2015-hot-to-trot-red-columbia-valley-wa/,Red Blend,14 Hands 2015 Hot to Trot Red (Columbia Valley (WA)),14 Hands,Columbia Valley (WA), Columbia Valley, Washington, US,Hot to Trot Red,Red Blend,,2015.0,Washington,Red Blend
2661,14.4,"Sonoma County, Sonoma, California, US",White,84,25.0,Green-olive tapenade makes for a zesty backbone against which a confounding confectionery flavor takes over on the palate in this uncertain wine.,https://www.winemag.com/buying-guide/landmark-2016-overlook-chardonnay-sonoma-county/,Chardonnay,Landmark 2016 Overlook Chardonnay (Sonoma County),Landmark,Sonoma County, Sonoma, California, US,Overlook Chardonnay,Chardonnay,,2016.0,Sonoma County,Chardonnay
2662,13.6,"Yakima Valley, Columbia Valley, Washington, US",Red,84,40.0,"The aromas bring notes of mint, dried cherry, orange peel, cranberry and spice, all seeming a bit dried out. The fruit flavors are light and bunched up.",https://www.winemag.com/buying-guide/maryhill-2015-otis-vineyard-reserve-cabernet-sauvignon-yakima-valley/,Cabernet Sauvignon,Maryhill 2015 Otis Vineyard Reserve Cabernet Sauvignon (Yakima Valley),Maryhill,Yakima Valley, Columbia Valley, Washington, US,Otis Vineyard Reserve Cabernet Sauvignon,Cabernet Sauvignon,,2015.0,Yakima Valley,Cabernet Sauvignon
2663,12.9,"Monticello, Virginia, US",Rose,84,21.0,"This is an easy-drinking, fruit-driven rosé. A white grape tone dominates the nose and palate, with touches of ripe berry notes.",https://www.winemag.com/buying-guide/stinson-2017-rose-of-tannat-monticello/,Tannat,Stinson 2017 Rosé of Tannat (Monticello),Stinson,Monticello, Virginia, US,,,Tannat,,2017.0,Virginia,Tannat
2664,13.5,14 Hands,Red,84,12.0,"Lighter in color, aromas of tire rubber, braised green pepper, herb and cherry are followed by lightly sweet, lightly concentrated fruit flavors. It doesn't all work.",https://www.winemag.com/buying-guide/14-hands-2016-cabernet-sauvignon-columbia-valley-wa/,Columbia Valley (WA),14 Hands 2016 Cabernet Sauvignon (Columbia Valley (WA)),14 Hands,14 Hands,,,,Cabernet Sauvignon,,,2016.0,,Cabernet Sauvignon
